chrom	intergenic_start	intergenic_end	intergenic_distance	gene_1_ID	gene_1_name	gene_2_ID	gene_2_name	mean_phylop	prop_constraint	category	td_gene_ID	td_gene_name
chr2	88064253	88067824	3573	ENSG00000172086	KRCC1	ENSG00000115593	SMYD1	0.218799888049258	0.043940666106913	non_td	NA	NA
chr2	88113385	88122981	9598	ENSG00000115593	SMYD1	ENSG00000163586	FABP1	0.0102624505105222	0.0122942279641592	non_td	NA	NA
chr2	88128063	88170294	42233	ENSG00000163586	FABP1	ENSG00000144115	THNSL2	0.0417637155778643	0.0107972438614354	non_td	NA	NA
chr2	88186637	88446786	260151	ENSG00000144115	THNSL2	ENSG00000214336	FOXI3	0.0821522000684027	0.0223408712632279	non_td	NA	NA
chr2	88452694	88524648	71956	ENSG00000214336	FOXI3	ENSG00000172073	TEX37	0.0352891350269601	0.0178303407638001	non_td	NA	NA
chr2	88529586	88556740	27156	ENSG00000172073	TEX37	ENSG00000172071	EIF2AK3	-0.0222253277360439	0.00618647812638091	non_td	NA	NA
chr2	88627465	88691672	64209	ENSG00000172071	EIF2AK3	ENSG00000153574	RPIA	0.0755167188400363	0.00953137410643368	td_neighbour	ENSG00000153574	RPIA
chr2	88750930	88857160	106232	ENSG00000153574	RPIA	ENSG00000211592	IGKC	0.040287738157994	0.0172076210558024	td_neighbour	ENSG00000153574	RPIA
chr2	88857684	88860567	2885	ENSG00000211592	IGKC	ENSG00000211593	IGKJ5	0.247683882149047	0.0481802426343154	non_td	NA	NA
chr2	88860606	88860885	281	ENSG00000211593	IGKJ5	ENSG00000211594	IGKJ4	0.186419928825623	0.0391459074733096	non_td	NA	NA
chr2	88860923	88861220	299	ENSG00000211594	IGKJ4	ENSG00000211595	IGKJ3	0.20476254180602	0.0535117056856187	non_td	NA	NA
chr2	88861259	88861524	267	ENSG00000211595	IGKJ3	ENSG00000211596	IGKJ2	0.296524344569288	0.0449438202247191	non_td	NA	NA
chr2	88861564	88861885	323	ENSG00000211596	IGKJ2	ENSG00000211597	IGKJ1	0.442897832817338	0.0743034055727554	non_td	NA	NA
chr2	88861924	88885396	23474	ENSG00000211597	IGKJ1	ENSG00000211598	NA	0.0370089886683141	0.00685865212575616	non_td	NA	NA
chr2	88886154	88897231	11079	ENSG00000211598	NA	ENSG00000211599	NA	0.0130066793031863	0.00225652134669194	non_td	NA	NA
chr2	88897785	88947300	49517	ENSG00000211599	NA	ENSG00000243466	NA	-0.0373948744875535	0.000302926267746431	non_td	NA	NA
chr2	88947958	88966261	18305	ENSG00000243466	NA	ENSG00000239855	NA	-0.0598156241464073	0.000273149412728763	non_td	NA	NA
chr2	88966768	88978467	11701	ENSG00000239855	NA	ENSG00000243063	NA	-0.0377964276557569	0.000598239466712247	non_td	NA	NA
chr2	88979082	88992408	13328	ENSG00000243063	NA	ENSG00000240671	NA	-0.0335668517406957	0	non_td	NA	NA
chr2	88992932	89009981	17051	ENSG00000240671	NA	ENSG00000241755	NA	-0.0983516509295665	0	non_td	NA	NA
chr2	89010516	89027170	16656	ENSG00000241755	NA	ENSG00000241351	NA	-0.168907360710856	0.000420268972142171	non_td	NA	NA
chr2	89027732	89040223	12493	ENSG00000241351	NA	ENSG00000243290	NA	-0.0129545345393399	0.000160089650204114	non_td	NA	NA
chr2	89040746	89085176	44432	ENSG00000243290	NA	ENSG00000244437	NA	-0.120303902592727	0.000180050414115952	non_td	NA	NA
chr2	89085788	89099858	14072	ENSG00000244437	NA	ENSG00000240864	NA	-0.0541269897669202	0.000142126208072769	non_td	NA	NA
chr2	89100362	89117341	16981	ENSG00000240864	NA	ENSG00000240382	NA	-0.0865391319710292	0.000235557387668571	non_td	NA	NA
chr2	89117845	89142573	24730	ENSG00000240382	NA	ENSG00000239951	NA	-0.0280029923170237	0.000485240598463405	non_td	NA	NA
chr2	89143161	89159750	16591	ENSG00000239951	NA	ENSG00000211611	NA	-0.191356940509912	0.000602736423362064	non_td	NA	NA
chr2	89160367	89176327	15962	ENSG00000211611	NA	ENSG00000241294	NA	-0.103541536148351	0.000563839117905024	non_td	NA	NA
chr2	89177161	89213422	36263	ENSG00000241294	NA	ENSG00000244575	NA	-0.0637902821057309	0.00135123955546976	non_td	NA	NA
chr2	89213929	89221697	7770	ENSG00000244575	NA	ENSG00000244116	NA	-0.162061003861006	0.000386100386100386	non_td	NA	NA
chr2	89222462	89244780	22320	ENSG00000244116	NA	ENSG00000243238	NA	-0.220548611111115	0.0010752688172043	non_td	NA	NA
chr2	89245597	89266493	20898	ENSG00000243238	NA	ENSG00000242076	NA	-0.266551153220422	4.78514690400995e-05	non_td	NA	NA
chr2	89268507	89297263	28758	ENSG00000242076	NA	ENSG00000239862	NA	-0.124337749495801	0.00184296543570485	non_td	NA	NA
chr2	89297786	89319624	21840	ENSG00000239862	NA	ENSG00000242371	NA	-0.277729395604431	9.15750915750916e-05	non_td	NA	NA
chr2	89320147	89330109	9964	ENSG00000242371	NA	ENSG00000273962	NA	-0.229090425531921	0.000200722601364914	non_td	NA	NA
chr2	89330430	89851790	521362	ENSG00000273962	NA	ENSG00000251039	NA	0.00291293956981533	0.0110019525780552	non_td	NA	NA
chr2	89852498	89862481	9985	ENSG00000251039	NA	ENSG00000251546	NA	-0.22508202303455	0.000200300450676014	non_td	NA	NA
chr2	89862982	89884739	21759	ENSG00000251546	NA	ENSG00000250036	NA	-0.283442069948073	9.19159887862494e-05	non_td	NA	NA
chr2	89885217	89913981	28766	ENSG00000250036	NA	ENSG00000239975	NA	-0.129328895223528	0.00184245289577974	non_td	NA	NA
chr2	89916053	89936858	20807	ENSG00000239975	NA	ENSG00000239571	NA	-0.264255635122794	4.80607487864661e-05	non_td	NA	NA
chr2	89937680	89947511	9833	ENSG00000239571	NA	ENSG00000243264	NA	-0.224353706905318	0.00142377707718906	non_td	NA	NA
chr2	89948280	89959978	11700	ENSG00000243264	NA	ENSG00000242534	NA	-0.234822051282053	0.000854700854700855	non_td	NA	NA
chr2	89960755	89985921	25168	ENSG00000242534	NA	ENSG00000211623	NA	-0.0792470994914203	0.000278130959949142	non_td	NA	NA
chr2	89986703	90004796	18095	ENSG00000211623	NA	ENSG00000241566	NA	-0.0711654600718477	0.00226581928709588	non_td	NA	NA
chr2	90005630	90021566	15938	ENSG00000241566	NA	ENSG00000225523	NA	-0.102242188480364	0.000690174425900364	non_td	NA	NA
chr2	90022186	90038847	16663	ENSG00000225523	NA	ENSG00000211625	NA	-0.194723579187421	0.000540118826141751	non_td	NA	NA
chr2	90039480	90069661	30183	ENSG00000211625	NA	ENSG00000211626	NA	-0.0835430540370408	0.000430706026571249	non_td	NA	NA
chr2	90070239	90082634	12397	ENSG00000211626	NA	ENSG00000242766	NA	-0.103109945954662	0.000483988061627813	non_td	NA	NA
chr2	90083292	90100235	16945	ENSG00000242766	NA	ENSG00000241244	NA	-0.0897668928887565	0.000177043375627029	non_td	NA	NA
chr2	90100739	90114837	14100	ENSG00000241244	NA	ENSG00000224041	NA	-0.0542828368794322	0.000141843971631206	non_td	NA	NA
chr2	90115403	90154072	38671	ENSG00000224041	NA	ENSG00000276566	NA	-0.158050218509971	0.000181014196684854	non_td	NA	NA
chr2	90154575	90159839	5266	ENSG00000276566	NA	ENSG00000278857	NA	0.115614887960508	0	non_td	NA	NA
chr2	90160336	90172801	12467	ENSG00000278857	NA	ENSG00000211632	NA	-0.0170344108446285	0.000160423518087752	non_td	NA	NA
chr2	90173415	90190192	16779	ENSG00000211632	NA	ENSG00000211633	NA	-0.162873651588304	0.000357589844448418	non_td	NA	NA
chr2	90190682	90209872	19192	ENSG00000211633	NA	ENSG00000242580	NA	-0.173560650270937	0.000573155481450604	non_td	NA	NA
chr2	90210530	90220726	10198	ENSG00000242580	NA	ENSG00000239819	NA	-0.0554760737399493	0	non_td	NA	NA
chr2	90221385	90234811	13428	ENSG00000239819	NA	ENSG00000228325	NA	-0.0435876526660742	0	non_td	NA	NA
chr2	90235371	94588521	4353152	ENSG00000228325	NA	ENSG00000259916	NA	-0.000141407651282581	0.00451534887823811	non_td	NA	NA
chr2	94604574	94871429	266857	ENSG00000259916	NA	ENSG00000163060	TEKT4	0.102412426880283	0.0283297796197964	non_td	NA	NA
chr2	94876824	95025676	148854	ENSG00000163060	TEKT4	ENSG00000172005	MAL	-0.0545328106735464	0.0182796565762425	non_td	NA	NA
chr2	95053993	95085368	31377	ENSG00000172005	MAL	ENSG00000144029	MRPS5	-0.0406810083819328	0.0111227969531823	non_td	NA	NA
chr2	95149435	95165431	15998	ENSG00000144029	MRPS5	ENSG00000275111	ZNF2	0.170593324165519	0.0270033754219277	non_td	NA	NA
chr2	95184318	95207534	23218	ENSG00000275111	ZNF2	ENSG00000233757	NA	0.133038203118267	0.0270049099836334	non_td	NA	NA
chr2	95259775	95274448	14675	ENSG00000233757	NA	ENSG00000155066	PROM2	-0.0918779557069856	0.0161499148211244	non_td	NA	NA
chr2	95291309	95297326	6019	ENSG00000155066	PROM2	ENSG00000115041	KCNIP3	-0.057449244060475	0.0342249543113474	non_td	NA	NA
chr2	95386078	95402707	16631	ENSG00000115041	KCNIP3	ENSG00000115042	FAHD2A	-0.0196866093439972	0.00817749984967831	td_neighbour	ENSG00000115042	FAHD2A
chr2	95416617	95477163	60548	ENSG00000115042	FAHD2A	ENSG00000144010	TRIM43B	0.0215510834379333	0.0254673977670608	td_bs	ENSG00000115042	FAHD2A
chr2	95484732	95592000	107270	ENSG00000144010	TRIM43B	ENSG00000144015	TRIM43	-0.0707893726111715	0.0115969050060595	td_bs	ENSG00000144010	TRIM43B
chr2	95599779	95836918	237141	ENSG00000144015	TRIM43	ENSG00000174501	ANKRD36C	0.065923054216708	0.0346123192531026	td_bs	ENSG00000144015	TRIM43
chr2	95991832	96021945	30115	ENSG00000174501	ANKRD36C	ENSG00000186281	GPAT2	0.100779279428853	0.0290220820189274	non_td	NA	NA
chr2	96039452	96112875	73425	ENSG00000186281	GPAT2	ENSG00000274286	ADRA2B	-0.0131942390194073	0.0218045624787198	non_td	NA	NA
chr2	96116572	96123849	7279	ENSG00000274286	ADRA2B	ENSG00000188886	ASTL	-0.0712217337546366	0.0218436598433851	non_td	NA	NA
chr2	96138437	96143168	4733	ENSG00000188886	ASTL	ENSG00000158050	DUSP2	-0.177686456792731	0.0116205366575111	td_neighbour	ENSG00000158050	DUSP2
chr2	96145441	96184858	39419	ENSG00000158050	DUSP2	ENSG00000084090	STARD7	-0.0217927141733681	0.0192293056647809	td_bs	ENSG00000158050	DUSP2
chr2	96208828	96248513	39687	ENSG00000084090	STARD7	ENSG00000135956	TMEM127	0.0211538287096526	0.005115025071182	non_td	NA	NA
chr2	96265998	96266158	162	ENSG00000135956	TMEM127	ENSG00000144021	CIAO1	1.47952469135802	0.296296296296296	non_td	NA	NA
chr2	96274174	96274337	165	ENSG00000144021	CIAO1	ENSG00000144028	SNRNP200	-0.0573272727272727	0.00606060606060606	non_td	NA	NA
chr2	96321272	96325316	4046	ENSG00000144028	SNRNP200	ENSG00000198885	ITPRIPL1	-0.0841043005437476	0.00519031141868512	non_td	NA	NA
chr2	96330518	96335765	5249	ENSG00000198885	ITPRIPL1	ENSG00000121152	NCAPH	0.252414936178322	0.0487711945132406	non_td	NA	NA
chr2	96377092	96497645	120555	ENSG00000121152	NCAPH	ENSG00000163121	NEURL3	0.0108770851478493	0.00119447555057857	non_td	NA	NA
chr2	96508110	96536742	28634	ENSG00000163121	NEURL3	ENSG00000196843	ARID5A	0.115992386673186	0.0406160508486415	td_neighbour	ENSG00000196843	ARID5A
chr2	96552635	96642736	90103	ENSG00000196843	ARID5A	ENSG00000249715	FER1L5	0.213007868772403	0.0388888272310578	td_bs	ENSG00000196843	ARID5A
chr2	96704888	96705928	1042	ENSG00000249715	FER1L5	ENSG00000114988	LMAN2L	-0.0122284069097888	0.0230326295585413	non_td	NA	NA
chr2	96740065	96760901	20838	ENSG00000114988	LMAN2L	ENSG00000158158	CNNM4	0.0795824935214522	0.0228428831941645	non_td	NA	NA
chr2	96811875	96824525	12652	ENSG00000158158	CNNM4	ENSG00000163126	ANKRD23	0.272243281694597	0.0671830540625988	td_neighbour	ENSG00000163126	ANKRD23
chr2	96857935	96859717	1784	ENSG00000163126	ANKRD23	ENSG00000168758	SEMA4C	0.0336025784753364	0.0538116591928251	td_neighbour	ENSG00000163126	ANKRD23
chr2	96870758	96875881	5125	ENSG00000168758	SEMA4C	ENSG00000168754	FAM178B	0.557941268292683	0.124682926829268	non_td	NA	NA
chr2	96986581	97083582	97003	ENSG00000168754	FAM178B	ENSG00000144199	FAHD2B	-0.0419412389307664	0.00935022628166139	non_td	NA	NA
chr2	97094883	97094934	53	ENSG00000144199	FAHD2B	ENSG00000279791	NA	-0.123509433962264	0.0943396226415094	non_td	NA	NA
chr2	97097434	97113152	15720	ENSG00000279791	NA	ENSG00000135976	ANKRD36	-0.0174426844783709	0.00343511450381679	non_td	NA	NA
chr2	97264522	97492662	228142	ENSG00000135976	ANKRD36	ENSG00000196912	ANKRD36B	-0.073590518186024	0.00439638470776972	td_neighbour	ENSG00000196912	ANKRD36B
chr2	97589966	97646061	56097	ENSG00000196912	ANKRD36B	ENSG00000135940	COX5B	-0.00338649125621489	0.0189136673975435	td_bs	ENSG00000196912	ANKRD36B
chr2	97648384	97655938	7556	ENSG00000135940	COX5B	ENSG00000115073	ACTR1B	0.0166127580730545	0.0108523028057173	non_td	NA	NA
chr2	97664045	97664216	173	ENSG00000115073	ACTR1B	ENSG00000228486	C2orf92	0.761317919075145	0.179190751445087	non_td	NA	NA
chr2	97703065	97713575	10512	ENSG00000228486	C2orf92	ENSG00000115085	ZAP70	-0.100448249619484	0.0180745814307458	non_td	NA	NA
chr2	97739863	97756332	16471	ENSG00000115085	ZAP70	ENSG00000075568	TMEM131	-0.095488494930484	0.00916762795215834	td_neighbour	ENSG00000075568	TMEM131
chr2	97995949	98087115	91168	ENSG00000075568	TMEM131	ENSG00000168658	VWA3B	0.076787337662344	0.0123617936117936	td_bs	ENSG00000075568	TMEM131
chr2	98313300	98346187	32889	ENSG00000168658	VWA3B	ENSG00000144191	CNGA3	0.0714383532488058	0.00896956429201253	td_bs	ENSG00000144191	CNGA3
chr2	98398602	98444853	46253	ENSG00000144191	CNGA3	ENSG00000040933	INPP4A	0.0285213499664882	0.00417270231120144	td_bs	ENSG00000144191	CNGA3
chr2	98594393	98599313	4922	ENSG00000040933	INPP4A	ENSG00000183513	COA5	0.0494772450223484	0.00223486387647298	td_bs	ENSG00000040933	INPP4A
chr2	98608516	98608578	64	ENSG00000183513	COA5	ENSG00000115446	UNC50	-0.0182499999999999	0.109375	non_td	NA	NA
chr2	98618516	98619105	591	ENSG00000115446	UNC50	ENSG00000071073	MGAT4A	-0.283790186125212	0.00338409475465313	non_td	NA	NA
chr2	98731133	98793845	62714	ENSG00000071073	MGAT4A	ENSG00000196872	CRACDL	0.00424876423127237	0.0164078196256019	non_td	NA	NA
chr2	98936260	99141484	205226	ENSG00000196872	CRACDL	ENSG00000241962	NA	0.220920321986516	0.0305955385769834	non_td	NA	NA
chr2	99322742	99400474	77734	ENSG00000241962	NA	ENSG00000135945	REV1	0.33958813389249	0.0582242004785551	non_td	NA	NA
chr2	99490036	99545418	55384	ENSG00000135945	REV1	ENSG00000144218	AFF3	0.0530757619529031	0.0122056911743464	non_td	NA	NA
chr2	100192429	100271874	79447	ENSG00000144218	AFF3	ENSG00000170500	LONRF2	-0.00380660062683108	0.0318325424496834	td_neighbour	ENSG00000170500	LONRF2
chr2	100322502	100391859	69359	ENSG00000170500	LONRF2	ENSG00000115526	CHST10	0.0457692729134011	0.00919851785637048	td_bs	ENSG00000170500	LONRF2
chr2	100417669	100470481	52814	ENSG00000115526	CHST10	ENSG00000204640	NMS	0.251322471314437	0.0419964403377892	non_td	NA	NA
chr2	100483281	100562992	79713	ENSG00000204640	NMS	ENSG00000115539	PDCL3	0.0356915559569978	0.00963456399834406	non_td	NA	NA
chr2	100576740	100820138	243400	ENSG00000115539	PDCL3	ENSG00000170485	NPAS2	-0.00402959326211746	0.0168488085456039	non_td	NA	NA
chr2	100996830	101007227	10399	ENSG00000170485	NPAS2	ENSG00000204634	TBC1D8	0.0943450331762673	0.0457736320800077	non_td	NA	NA
chr2	101252867	101252885	20	ENSG00000204634	TBC1D8	ENSG00000158435	CNOT11	3.0246	0.5	non_td	NA	NA
chr2	101270317	101271218	903	ENSG00000158435	CNOT11	ENSG00000163162	RNF149	-0.243551495016611	0.0132890365448505	td_neighbour	ENSG00000163162	RNF149
chr2	101308702	101345549	36849	ENSG00000163162	RNF149	ENSG00000175874	CREG2	0.0201214144210136	0.00754430242340362	td_bs	ENSG00000163162	RNF149
chr2	101387504	101397358	9856	ENSG00000175874	CREG2	ENSG00000196460	RFX8	-0.00487134740259736	0.00801542207792208	non_td	NA	NA
chr2	101475113	101696849	221738	ENSG00000196460	RFX8	ENSG00000071054	MAP4K4	0.016217017380872	0.0149365467353363	non_td	NA	NA
chr2	101894690	101991959	97271	ENSG00000071054	MAP4K4	ENSG00000115590	IL1R2	-0.0640671011915168	0.00692909500262154	non_td	NA	NA
chr2	102028545	102064543	36000	ENSG00000115590	IL1R2	ENSG00000115594	IL1R1	-0.162110472222224	0.0114444444444444	non_td	NA	NA
chr2	102179875	102187005	7132	ENSG00000115594	IL1R1	ENSG00000115598	IL1RL2	-0.147667134043747	0.0106561974200785	non_td	NA	NA
chr2	102240003	102311528	71527	ENSG00000115598	IL1RL2	ENSG00000115604	IL18R1	-0.106438170201459	0.00932514994337802	non_td	NA	NA
chr2	102398778	102418688	19912	ENSG00000115604	IL18R1	ENSG00000115607	IL18RAP	0.0799233125753303	0.0253113700281237	non_td	NA	NA
chr2	102452566	102473225	20661	ENSG00000115607	IL18RAP	ENSG00000180251	SLC9A4	-0.0657663714244223	0.0143749092493103	non_td	NA	NA
chr2	102533973	102619552	85581	ENSG00000180251	SLC9A4	ENSG00000115616	SLC9A2	-0.0179847045489068	0.0120704361949498	non_td	NA	NA
chr2	102711356	102714629	3275	ENSG00000115616	SLC9A2	ENSG00000135953	MFSD9	-0.0460607633587785	0.00885496183206107	td_neighbour	ENSG00000135953	MFSD9
chr2	102736889	102736904	17	ENSG00000135953	MFSD9	ENSG00000170417	TMEM182	1.72041176470588	0.352941176470588	td_bs	ENSG00000135953	MFSD9
chr2	103019901	104706611	1686712	ENSG00000170417	TMEM182	ENSG00000279904	NA	0.1035002442622	0.0430257210478137	non_td	NA	NA
chr2	104707507	104853286	145781	ENSG00000279904	NA	ENSG00000198914	POU3F3	0.240179817671714	0.0681501704611712	td_neighbour	ENSG00000198914	POU3F3
chr2	104858575	105038068	179495	ENSG00000198914	POU3F3	ENSG00000135972	MRPS9	0.183139730911682	0.0524081450736789	td_bs	ENSG00000198914	POU3F3
chr2	105099961	105241742	141783	ENSG00000135972	MRPS9	ENSG00000135973	GPR45	-0.0757500264488691	0.015700048665919	non_td	NA	NA
chr2	105243468	105264390	20924	ENSG00000135973	GPR45	ENSG00000135966	TGFBRAP1	-0.0902433569107241	0.0143376027528197	non_td	NA	NA
chr2	105329736	105337531	7797	ENSG00000135966	TGFBRAP1	ENSG00000135974	C2orf49	0.0446126715403359	0.0169295883031935	non_td	NA	NA
chr2	105349212	105357711	8501	ENSG00000135974	C2orf49	ENSG00000115641	FHL2	0.0267653217268558	0.00494059522409128	non_td	NA	NA
chr2	105438514	105744911	306399	ENSG00000115641	FHL2	ENSG00000071051	NCK2	-0.0896651914660499	0.0115470350751797	non_td	NA	NA
chr2	105894275	106063245	168972	ENSG00000071051	NCK2	ENSG00000119147	ECRG4	-0.0702271263877986	0.00901924579220226	td_neighbour	ENSG00000119147	ECRG4
chr2	106078156	106093307	15153	ENSG00000119147	ECRG4	ENSG00000115652	UXS1	-0.0321061835940079	0.0070613079918168	td_bs	ENSG00000119147	ECRG4
chr2	106194302	106391289	196989	ENSG00000115652	UXS1	ENSG00000153165	RGPD3	-0.00581960414032861	0.0142647559000756	td_bs	ENSG00000115652	UXS1
chr2	106468414	106487363	18951	ENSG00000153165	RGPD3	ENSG00000254126	CD8B2	0.204724552794048	0.0361458498232283	td_bs	ENSG00000153165	RGPD3
chr2	106544298	106801599	257303	ENSG00000254126	CD8B2	ENSG00000144057	ST6GAL2	-0.0439065382059306	0.00594629677850627	td_bs	ENSG00000144057	ST6GAL2
chr2	106887109	107826891	939784	ENSG00000144057	ST6GAL2	ENSG00000196862	RGPD4	-0.0596528415040199	0.0076655912422429	td_bs	ENSG00000144057	ST6GAL2
chr2	107892545	107986522	93979	ENSG00000196862	RGPD4	ENSG00000115665	SLC5A7	-0.0326187658945084	0.0101618446674257	td_bs	ENSG00000196862	RGPD4
chr2	108013995	108239970	225977	ENSG00000115665	SLC5A7	ENSG00000196228	SULT1C3	0.0135884094398884	0.0114347920363577	non_td	NA	NA
chr2	108265352	108288638	23288	ENSG00000196228	SULT1C3	ENSG00000198203	SULT1C2	0.26354603229131	0.0465046375815871	non_td	NA	NA
chr2	108309916	108377910	67996	ENSG00000198203	SULT1C2	ENSG00000198075	SULT1C4	0.0192482204835542	0.000838284604976763	non_td	NA	NA
chr2	108388990	108449190	60202	ENSG00000198075	SULT1C4	ENSG00000135968	GCC2	0.0520895485199681	0.00611275372911199	non_td	NA	NA
chr2	108509416	108534354	24940	ENSG00000135968	GCC2	ENSG00000169756	LIMS1	-0.00725990376904319	0.00296712109061748	non_td	NA	NA
chr2	108687247	108719481	32236	ENSG00000169756	LIMS1	ENSG00000153201	RANBP2	-0.0176290792902359	9.30636555403896e-05	non_td	NA	NA
chr2	108785810	108786756	948	ENSG00000153201	RANBP2	ENSG00000163006	CCDC138	-0.324396624472574	0.00632911392405063	non_td	NA	NA
chr2	108885478	108894470	8994	ENSG00000163006	CCDC138	ENSG00000135960	EDAR	0.0532827440515897	0.00088948187680676	non_td	NA	NA
chr2	108989373	109129204	139833	ENSG00000135960	EDAR	ENSG00000172985	SH3RF3	-0.0238428268005394	0.0127437729291369	non_td	NA	NA
chr2	109504635	109542798	38165	ENSG00000172985	SH3RF3	ENSG00000186522	SEPTIN10	-0.104921000917068	0.00503078737062754	non_td	NA	NA
chr2	109614144	109614363	221	ENSG00000186522	SEPTIN10	ENSG00000198142	SOWAHC	0.396638009049774	0.149321266968326	non_td	NA	NA
chr2	109618991	109792757	173768	ENSG00000198142	SOWAHC	ENSG00000015568	RGPD5	0.0470068942498057	0.021258229363289	td_neighbour	ENSG00000015568	RGPD5
chr2	109857706	109898431	40727	ENSG00000015568	RGPD5	ENSG00000284337	NA	0.0427595943722851	0.00785719547229111	td_neighbour	ENSG00000015568	RGPD5
chr2	109968558	110083869	115313	ENSG00000284337	NA	ENSG00000144063	MALL	0.210370912212869	0.0536106076504817	non_td	NA	NA
chr2	110116023	110122310	6289	ENSG00000144063	MALL	ENSG00000144061	NPHP1	-0.118892828748608	0.0232151375417395	non_td	NA	NA
chr2	110205067	110211528	6463	ENSG00000144061	NPHP1	ENSG00000175701	MTLN	0.0662410645211202	0.0133065140027851	non_td	NA	NA
chr2	110245421	110402933	157514	ENSG00000175701	MTLN	ENSG00000257207	NA	0.162761983061822	0.0439960892365123	non_td	NA	NA
chr2	110473076	110513801	40727	ENSG00000257207	NA	ENSG00000183054	RGPD6	0.0427436835514505	0.00773442679303656	non_td	NA	NA
chr2	110577223	110637527	60306	ENSG00000183054	RGPD6	ENSG00000169679	BUB1	0.18295796438167	0.0402944980598945	non_td	NA	NA
chr2	110678064	110732538	54476	ENSG00000169679	BUB1	ENSG00000153093	ACOXL	0.0836263675747153	0.00413025919671048	non_td	NA	NA
chr2	111120611	111611638	491029	ENSG00000153093	ACOXL	ENSG00000153107	ANAPC1	-0.0434866881589508	0.0282651330165835	non_td	NA	NA
chr2	111884691	111898606	13917	ENSG00000153107	ANAPC1	ENSG00000153208	MERTK	0.0288132499820353	0.019831860314723	non_td	NA	NA
chr2	112029562	112055268	25708	ENSG00000153208	MERTK	ENSG00000153214	TMEM87B	-0.00255037342461547	0.00583475960790415	td_neighbour	ENSG00000153214	TMEM87B
chr2	112119319	112138384	19067	ENSG00000153214	TMEM87B	ENSG00000144152	FBLN7	0.0424825614936783	0.00933550112760266	td_bs	ENSG00000153214	TMEM87B
chr2	112188219	112188363	146	ENSG00000144152	FBLN7	ENSG00000278962	NA	0.208979452054795	0.0273972602739726	non_td	NA	NA
chr2	112190636	112211528	20894	ENSG00000278962	NA	ENSG00000144161	ZC3H8	0.10198889633388	0.0141667464343831	non_td	NA	NA
chr2	112255137	112275596	20461	ENSG00000144161	ZC3H8	ENSG00000188177	ZC3H6	0.0608625189384656	0.00527833439225844	non_td	NA	NA
chr2	112340064	112368368	28306	ENSG00000188177	ZC3H6	ENSG00000169629	RGPD8	0.00838023740549718	0.00452200946795732	non_td	NA	NA
chr2	112434489	112482155	47668	ENSG00000169629	RGPD8	ENSG00000114999	TTL	0.0347539439456243	0.00669212050012587	non_td	NA	NA
chr2	112541740	112541914	176	ENSG00000114999	TTL	ENSG00000125630	POLR1B	-0.42175	0.00568181818181818	non_td	NA	NA
chr2	112579819	112584239	4422	ENSG00000125630	POLR1B	ENSG00000125611	CHCHD5	0.0670895522388049	0.000452284034373587	non_td	NA	NA
chr2	112589276	112645938	56664	ENSG00000125611	CHCHD5	ENSG00000144136	SLC20A1	0.0390247070450381	0.0136594663278272	non_td	NA	NA
chr2	112663826	112736348	72524	ENSG00000144136	SLC20A1	ENSG00000169607	CKAP2L	-0.0317273867960954	0.0148778335447576	non_td	NA	NA
chr2	112764665	112773924	9261	ENSG00000169607	CKAP2L	ENSG00000115008	IL1A	0.0709874743548208	0.0137134218766872	non_td	NA	NA
chr2	112784494	112829750	45258	ENSG00000115008	IL1A	ENSG00000125538	IL1B	0.0692310088824079	0.0142958151045119	non_td	NA	NA
chr2	112836817	112840327	3512	ENSG00000125538	IL1B	ENSG00000280228	NA	0.0786551822323459	0.0373006833712984	non_td	NA	NA
chr2	112844196	112912970	68776	ENSG00000280228	NA	ENSG00000125571	IL37	0.0865259974409685	0.0219407932999884	non_td	NA	NA
chr2	112918883	112973202	54321	ENSG00000125571	IL37	ENSG00000136688	IL36G	0.112537803059593	0.0196056773623461	non_td	NA	NA
chr2	112985659	113005458	19801	ENSG00000136688	IL36G	ENSG00000136694	IL36A	0.0956475935558796	0.0103530124741175	non_td	NA	NA
chr2	113008045	113022088	14045	ENSG00000136694	IL36A	ENSG00000136696	IL36B	-0.0222545389818434	0.0032751868992524	non_td	NA	NA
chr2	113052868	113058637	5771	ENSG00000136696	IL36B	ENSG00000136695	IL36RN	0.0596527464910762	0.0112632126147981	non_td	NA	NA
chr2	113065383	113067969	2588	ENSG00000136695	IL36RN	ENSG00000136697	IL1F10	0.198834621329212	0.044822256568779	non_td	NA	NA
chr2	113075844	113107213	31371	ENSG00000136697	IL1F10	ENSG00000136689	IL1RN	-0.0471614867234105	0.0111568008670428	non_td	NA	NA
chr2	113134017	113157324	23309	ENSG00000136689	IL1RN	ENSG00000125637	PSD4	-0.0512521772705847	0.00416148268909005	non_td	NA	NA
chr2	113209397	113215996	6601	ENSG00000125637	PSD4	ENSG00000125618	PAX8	0.1839916679291	0.0875624905317376	td_neighbour	ENSG00000125618	PAX8
chr2	113278922	113406395	127475	ENSG00000125618	PAX8	ENSG00000231292	NA	0.0727265189253009	0.0391841537556384	td_neighbour	ENSG00000125618	PAX8
chr2	113406873	113437690	30819	ENSG00000231292	NA	ENSG00000136682	CBWD2	0.101726434991402	0.0138875369090496	non_td	NA	NA
chr2	113496205	113498664	2461	ENSG00000136682	CBWD2	ENSG00000184492	FOXD4L1	0.0777728565623733	0.0113774888256806	non_td	NA	NA
